N,Z,A,Mass Excess (keV),Zshell_category,Nshell_category,ZEO,NEO,deltaN,deltaZ,A^2/3,Z(Z-1)/A^1/3,(N-Z)^2/A
129,85,214,-3379.151,17,20,1,1,3,3,35.77743342332243,1193.6956758996366,9.046728971962617
128,86,214,-4319.664,17,20,0,0,2,4,35.77743342332243,1222.1170015162947,8.242990654205608
127,87,214,-958.327,17,20,1,1,1,5,35.77743342332243,1250.8726956696191,7.4766355140186915
126,88,214,92.74,17,20,0,0,0,6,35.77743342332243,1279.9627583596105,6.747663551401869
125,89,214,6433.272,17,20,1,1,1,7,35.77743342332243,1309.387189586268,6.05607476635514
124,90,214,10694.932,17,20,0,0,2,8,35.77743342332243,1339.1459893495924,5.401869158878505
123,91,214,19459.895,17,20,1,1,3,9,35.77743342332243,1369.2391576495831,4.785046728971962
135,80,215,17110.0,16,20,0,1,9,2,35.8888029781218,1054.9638828917668,14.069767441860465
134,81,215,10030.0,16,20,1,0,8,1,35.8888029781218,1081.67182929409,13.065116279069768
133,82,215,4342.245,16,20,0,1,7,0,35.8888029781218,1108.7136250264423,12.097674418604651
132,83,215,1629.272,17,20,1,0,6,1,35.8888029781218,1136.0892700888235,11.167441860465116
131,84,215,-541.771,17,20,0,1,5,2,35.8888029781218,1163.798764481234,10.274418604651164
130,85,215,-1256.583,17,20,1,0,4,3,35.8888029781218,1191.8421082036732,9.418604651162791
129,86,215,-1168.99,17,20,0,1,3,4,35.8888029781218,1220.2193012561418,8.6
128,87,215,318.137,17,20,1,0,2,5,35.8888029781218,1248.9303436386392,7.818604651162791
127,88,215,2531.995,17,20,0,1,1,6,35.8888029781218,1277.9752353511656,7.074418604651163
126,89,215,6030.55,17,20,1,0,0,7,35.8888029781218,1307.3539763937213,6.367441860465116
125,90,215,10921.434,17,20,0,1,1,8,35.8888029781218,1337.0665667663056,5.6976744186046515
124,91,215,17804.537,17,20,1,0,2,9,35.8888029781218,1367.1130064689194,5.065116279069767
123,92,215,24889.312,17,20,0,1,3,10,35.8888029781218,1397.493295501562,4.469767441860465
136,80,216,20920.0,16,20,0,0,10,2,35.99999999999999,1053.3333333333335,14.518518518518519
135,81,216,14870.0,16,20,1,1,9,1,35.99999999999999,1080.0000000000002,13.5
134,82,216,7510.0,16,20,0,0,8,0,35.99999999999999,1107.0000000000002,12.518518518518519
133,83,216,5873.988,17,20,1,1,7,1,35.99999999999999,1134.3333333333335,11.574074074074074
132,84,216,1782.336,17,20,0,0,6,2,35.99999999999999,1162.0000000000002,10.666666666666666
131,85,216,2256.678,17,20,1,1,5,3,35.99999999999999,1190.0000000000002,9.796296296296296
130,86,216,253.312,17,20,0,0,4,4,35.99999999999999,1218.3333333333335,8.962962962962964
129,87,216,2971.022,17,20,1,1,3,5,35.99999999999999,1247.0000000000002,8.166666666666666
128,88,216,3291.466,17,20,0,0,2,6,35.99999999999999,1276.0000000000002,7.407407407407407
127,89,216,8149.736,17,20,1,1,1,7,35.99999999999999,1305.3333333333335,6.685185185185185
126,90,216,10298.537,17,20,0,0,0,8,35.99999999999999,1335.0000000000002,6.0
125,91,216,17823.799,17,20,1,1,1,9,35.99999999999999,1365.0000000000002,5.351851851851852
124,92,216,23066.429,17,20,0,0,2,10,35.99999999999999,1395.3333333333335,4.7407407407407405
136,81,217,18660.0,16,20,1,0,10,1,36.1110255531613,1078.3384589146785,13.940092165898617
135,82,217,12260.0,16,20,0,1,9,0,36.1110255531613,1105.2969203875457,12.944700460829493
134,83,217,8729.963,17,20,1,0,8,1,36.1110255531613,1132.5882023724232,11.986175115207374
133,84,217,5883.452,17,20,0,1,7,2,36.1110255531613,1160.2123048693115,11.064516129032258
132,85,217,4394.598,17,20,1,0,6,3,36.1110255531613,1188.1692278782107,10.179723502304148
131,86,217,3658.566,17,20,0,1,5,4,36.1110255531613,1216.4589713991204,9.331797235023041
130,87,217,4314.663,17,20,1,0,4,5,36.1110255531613,1245.081535432041,8.52073732718894
129,88,217,5889.536,17,20,0,1,3,6,36.1110255531613,1274.036919976972,7.746543778801843
128,89,217,8702.321,17,20,1,0,2,7,36.1110255531613,1303.325125033914,7.009216589861751
127,90,217,12205.78,17,20,0,1,1,8,36.1110255531613,1332.9461506028667,6.308755760368664
126,91,217,17054.748,17,20,1,0,0,9,36.1110255531613,1362.8999966838298,5.645161290322581
125,92,217,22971.0,17,20,0,1,1,10,36.1110255531613,1393.186663276804,5.018433179723503
137,81,218,23710.0,16,20,1,1,11,1,36.22188069037562,1076.687095750615,14.385321100917432
136,82,218,15630.0,16,20,0,0,10,0,36.22188069037562,1103.6042731443806,13.376146788990825
135,83,218,13216.038,17,20,1,1,9,1,36.22188069037562,1130.8537613701676,12.403669724770642
134,84,218,8356.652,17,20,0,0,8,2,36.22188069037562,1158.4355604279767,11.46788990825688
133,85,218,8100.218,17,20,1,1,7,3,36.22188069037562,1186.3496703178075,10.568807339449542
132,86,218,5217.413,17,20,0,0,6,4,36.22188069037562,1214.59609103966,9.706422018348624
131,87,218,7059.44,17,20,1,1,5,5,36.22188069037562,1243.1748225935344,8.880733944954128
130,88,218,6645.556,17,20,0,0,4,6,36.22188069037562,1272.0858649794304,8.091743119266056
129,89,218,10850.845,17,20,1,1,3,7,36.22188069037562,1301.3292181973484,7.339449541284404
128,90,218,12366.747,17,20,0,0,2,8,36.22188069037562,1330.9048822472882,6.623853211009174
127,91,218,18649.568,17,20,1,1,1,9,36.22188069037562,1360.8128571292498,5.944954128440367
126,92,218,21894.655,17,20,0,0,0,10,36.22188069037562,1391.053142843233,5.302752293577981
137,82,219,20620.0,16,20,0,1,11,0,36.33256645315319,1101.9219469490574,13.812785388127853
136,83,219,16320.0,17,20,1,0,10,1,36.33256645315319,1129.1298962564415,12.826484018264841
135,84,219,12681.361,17,20,0,1,9,2,36.33256645315319,1156.6696498236718,11.876712328767123
134,85,219,10396.021,17,20,1,0,8,3,36.33256645315319,1184.5412076507482,10.963470319634704
133,86,219,8829.337,17,20,0,1,7,4,36.33256645315319,1212.7445697376709,10.08675799086758
132,87,219,8616.939,17,20,1,0,6,5,36.33256645315319,1241.2797360844395,9.246575342465754
131,88,219,9393.853,17,20,0,1,5,6,36.33256645315319,1270.1467066910543,8.442922374429223
130,89,219,11569.553,17,20,1,0,4,7,36.33256645315319,1299.3454815575153,7.675799086757991
129,90,219,14462.78,17,20,0,1,3,8,36.33256645315319,1328.8760606838225,6.945205479452055
128,91,219,18583.223,17,20,1,0,2,9,36.33256645315319,1358.738444069976,6.251141552511416
127,92,219,23295.953,17,20,0,1,1,10,36.33256645315319,1388.9326317159753,5.593607305936073
126,93,219,29436.951,18,20,1,0,0,11,36.33256645315319,1419.458623621821,4.972602739726027
138,82,220,24130.0,16,20,0,0,12,0,36.44308387191581,1100.2498321693859,14.254545454545454
137,83,220,20960.0,17,20,1,1,11,1,36.44308387191581,1127.4164946920869,13.254545454545454
136,84,220,15263.462,17,20,0,0,10,2,36.44308387191581,1154.9144579772596,12.290909090909091
135,85,220,14375.748,17,20,1,1,9,3,36.44308387191581,1182.7437220249044,11.363636363636363
134,86,220,10611.994,17,20,0,0,8,4,36.44308387191581,1210.9042868350211,10.472727272727273
133,87,220,11482.332,17,20,1,1,7,5,36.44308387191581,1239.39615240761,9.618181818181819
132,88,220,10272.091,17,20,0,0,6,6,36.44308387191581,1268.2193187426706,8.8
131,89,220,13743.755,17,20,1,1,5,7,36.44308387191581,1297.3737858402033,8.018181818181818
130,90,220,14689.538,17,20,0,0,4,8,36.44308387191581,1326.859553700208,7.2727272727272725
129,91,220,20278.397,17,20,1,1,3,9,36.44308387191581,1356.6766223226846,6.5636363636363635
128,92,220,23013.0,17,20,0,0,2,10,36.44308387191581,1386.824991707633,5.890909090909091
127,93,220,30475.022,18,20,1,1,1,11,36.44308387191581,1417.3046618550536,5.254545454545455
138,83,221,24200.0,17,20,1,0,12,1,36.553433966164725,1125.7134460349196,13.687782805429864
137,84,221,19773.757,17,20,0,1,11,2,36.553433966164725,1153.1698715479663,12.710407239819004
136,85,221,16782.729,17,20,1,0,10,3,36.553433966164725,1180.9570973683992,11.76923076923077
135,86,221,14471.354,17,20,0,1,9,4,36.553433966164725,1209.0751234962183,10.864253393665159
134,87,221,13277.251,17,20,1,0,8,5,36.553433966164725,1237.5239499314234,9.995475113122172
133,88,221,12963.877,17,20,0,1,7,6,36.553433966164725,1266.3035766740147,9.16289592760181
132,89,221,14531.048,17,20,1,0,6,7,36.553433966164725,1295.414003723992,8.366515837104073
131,90,221,16939.926,17,20,0,1,5,8,36.553433966164725,1324.8552310813554,7.606334841628959
130,91,221,20374.937,17,20,1,0,4,9,36.553433966164725,1354.627258746105,6.882352941176471
129,92,221,24519.996,17,20,0,1,3,10,36.553433966164725,1384.7300867182407,6.1945701357466065
128,93,221,29910.0,18,20,1,0,2,11,36.553433966164725,1415.1637149977626,5.542986425339366
139,83,222,28950.0,17,20,1,1,13,1,36.66361774464523,1124.0206413065564,14.126126126126126
138,84,222,22486.268,17,20,0,0,12,2,36.66361774464523,1151.435778899399,13.135135135135135
137,85,222,20953.028,17,20,1,1,11,3,36.66361774464523,1179.1812193548064,12.18018018018018
136,86,222,16371.957,17,20,0,0,10,4,36.66361774464523,1207.256962672778,11.26126126126126
135,87,222,16378.103,17,20,1,1,9,5,36.66361774464523,1235.6630088533138,10.378378378378379
134,88,222,14320.205,17,20,0,0,8,6,36.66361774464523,1264.3993578964144,9.531531531531531
133,89,222,16621.797,17,20,1,1,7,7,36.66361774464523,1293.466009802079,8.72072072072072
132,90,222,17203.039,17,20,0,0,6,8,36.66361774464523,1322.8629645703081,7.945945945945946
131,91,222,22064.361,17,20,1,1,5,9,36.66361774464523,1352.5902222011014,7.207207207207207
130,92,222,24272.834,17,20,0,0,4,10,36.66361774464523,1382.6477826944592,6.504504504504505
129,93,222,31274.641,18,20,1,1,3,11,36.66361774464523,1413.0356460503815,5.837837837837838
140,83,223,32240.0,17,20,1,0,14,1,36.77363620550805,1122.337973160035,14.5695067264574
139,84,223,27079.0,17,20,0,1,13,2,36.77363620550805,1149.7120700663775,13.565022421524663
138,85,223,23428.008,17,20,1,0,12,3,36.77363620550805,1177.4159753691818,12.596412556053812
137,86,223,20389.738,17,20,0,1,11,4,36.77363620550805,1205.449689068448,11.663677130044842
136,87,223,18382.329,17,20,1,0,10,5,36.77363620550805,1233.8132111641762,10.766816143497758
135,88,223,17233.245,17,20,0,1,9,6,36.77363620550805,1262.5065416563662,9.905829596412556
134,89,223,17825.055,17,20,1,0,8,7,36.77363620550805,1291.5296805450184,9.080717488789238
133,90,223,19385.402,17,20,0,1,7,8,36.77363620550805,1320.8826278301324,8.291479820627803
132,91,223,22337.614,17,20,1,0,6,9,36.77363620550805,1350.5653835117084,7.538116591928251
131,92,223,26045.278,17,20,0,1,5,10,36.77363620550805,1380.5779475897464,6.820627802690583
130,93,223,30658.583,18,20,1,0,4,11,36.77363620550805,1410.9203200642462,6.139013452914798
141,83,224,37070.0,17,20,1,1,15,1,36.88349033646757,1120.6653358482067,15.017857142857142
140,84,224,29910.0,17,20,0,0,14,2,36.88349033646757,1147.9986367225533,14.0
139,85,224,27711.018,17,20,1,1,13,3,36.88349033646757,1175.661254474904,13.017857142857142
138,86,224,22445.098,17,20,0,0,12,4,36.88349033646757,1203.653189105259,12.071428571428571
137,87,224,21748.614,17,20,1,1,11,5,36.88349033646757,1231.9744406136178,11.160714285714286
136,88,224,18825.832,17,20,0,0,10,6,36.88349033646757,1260.625008999981,10.285714285714286
135,89,224,20234.148,17,20,1,1,9,7,36.88349033646757,1289.6048942643486,9.446428571428571
134,90,224,19995.581,17,20,0,0,8,8,36.88349033646757,1318.91409640672,8.642857142857142
133,91,224,23862.351,17,20,1,1,7,9,36.88349033646757,1348.5526154270958,7.875
132,92,224,25742.69,17,20,0,0,6,10,36.88349033646757,1378.5204513254757,7.142857142857143
131,93,224,32032.248,18,20,1,1,5,11,36.88349033646757,1408.8176041018598,6.446428571428571
141,84,225,34580.0,17,20,0,1,15,2,36.993181114957046,1146.2953721488027,14.44
140,85,225,30300.0,17,20,1,0,14,3,36.993181114957046,1173.916947381304,13.444444444444445
139,86,225,26534.143,17,20,0,1,13,4,36.993181114957046,1201.8673508903826,12.484444444444444
138,87,225,23820.602,17,20,1,0,12,5,36.993181114957046,1230.1465826760386,11.56
137,88,225,21993.044,17,20,0,1,11,6,36.993181114957046,1258.7546427382722,10.671111111111111
136,89,225,21637.305,17,20,1,0,10,7,36.993181114957046,1287.691531077083,9.817777777777778
135,90,225,22310.193,17,20,0,1,9,8,36.993181114957046,1316.9572476924711,9.0
134,91,225,24356.64,17,20,1,0,8,9,36.993181114957046,1346.551792584437,8.217777777777778
133,92,225,27372.001,17,20,0,1,7,10,36.993181114957046,1376.4751657529798,7.471111111111111
132,93,225,31618.098,18,20,1,0,6,11,36.993181114957046,1406.7273671981004,6.76
142,84,226,37549.0,17,20,0,0,16,2,37.1027095082808,1144.6021712023621,14.88495575221239
141,85,226,34660.0,17,20,1,1,15,3,37.1027095082808,1172.1829464120576,13.876106194690266
140,86,226,28747.194,17,20,0,0,14,4,37.1027095082808,1200.0920641837733,12.902654867256636
139,87,226,27520.539,17,20,1,1,13,5,37.1027095082808,1228.329524517509,11.964601769911505
138,88,226,23667.576,17,20,0,0,12,6,37.1027095082808,1256.8953274132652,11.061946902654867
137,89,226,24309.201,17,20,1,1,11,7,37.1027095082808,1285.7894728710414,10.194690265486726
136,90,226,23197.649,17,20,0,0,10,8,37.1027095082808,1315.0119608908378,9.36283185840708
135,91,226,26033.6,17,20,1,1,9,9,37.1027095082808,1344.5627914726545,8.56637168141593
134,92,226,27328.797,17,20,0,0,8,10,37.1027095082808,1374.441964616491,7.8053097345132745
133,93,226,32816.877,18,20,1,1,7,11,37.1027095082808,1404.6494803223482,7.079646017699115
143,84,227,42281.0,17,20,0,1,17,2,37.21207647376352,1142.918930286693,15.334801762114537
142,85,227,37430.0,17,20,1,0,16,3,37.21207647376352,1170.4591454743243,14.312775330396477
141,86,227,32885.835,17,20,0,1,15,4,37.21207647376352,1198.3272203665701,13.325991189427313
140,87,227,29682.445,17,20,1,0,14,5,37.21207647376352,1226.5231549634304,12.374449339207048
139,88,227,27177.464,17,20,0,1,13,6,37.21207647376352,1255.0469492649056,11.458149779735683
138,89,227,25849.515,17,20,1,0,12,7,37.21207647376352,1283.8986032709954,10.577092511013216
137,90,227,25804.759,17,20,0,1,11,8,37.21207647376352,1313.0781169816998,9.731277533039648
136,91,227,26830.371,17,20,1,0,10,9,37.21207647376352,1342.585490397019,8.920704845814978
135,92,227,29045.034,17,20,0,1,9,10,37.21207647376352,1372.4207235169526,8.145374449339206
134,93,227,32579.018,18,20,1,0,8,11,37.21207647376352,1402.5838163415012,7.405286343612334
133,94,227,36770.0,18,20,0,1,7,12,37.21207647376352,1433.0747688706642,6.700440528634362
143,85,228,41880.0,17,20,1,1,17,3,37.32128295889665,1168.745440028606,14.75438596491228
142,86,228,35243.466,17,20,0,0,16,4,37.32128295889665,1196.5727124102395,13.75438596491228
141,87,228,33384.221,17,20,1,1,15,5,37.32128295889665,1224.727364466951,12.789473684210526
140,88,228,28940.194,17,20,0,0,14,6,37.32128295889665,1253.2093961987405,11.859649122807017
139,89,228,28894.654,17,20,1,1,13,7,37.32128295889665,1282.0188076056081,10.964912280701755
138,90,228,26770.899,17,20,0,0,12,8,37.32128295889665,1311.1555986875537,10.105263157894736
137,91,228,28923.599,17,20,1,1,11,9,37.32128295889665,1340.6197694445775,9.280701754385966
136,92,228,29220.001,17,20,0,0,10,10,37.32128295889665,1370.411319876679,8.491228070175438
135,93,228,33825.0,18,20,1,1,9,11,37.32128295889665,1400.530249983859,7.7368421052631575
134,94,228,36107.809,18,20,0,0,8,12,37.32128295889665,1430.9765597661167,7.017543859649122
144,85,229,44890.0,17,20,1,0,18,3,37.43032990148211,1167.0417270593116,15.200873362445416
143,86,229,39362.4,17,20,0,1,17,4,37.43032990148211,1194.8284348464379,14.187772925764191
142,87,229,35668.253,17,20,1,0,16,5,37.43032990148211,1222.9420450781188,13.209606986899564
141,88,229,32561.963,17,20,0,1,15,6,37.43032990148211,1251.3825577543541,12.266375545851528
140,89,229,30689.936,17,20,1,0,14,7,37.43032990148211,1280.149972875144,11.358078602620088
139,90,229,29585.517,17,20,0,1,13,8,37.43032990148211,1309.2442904404882,10.48471615720524
138,91,229,29896.848,17,20,1,0,12,9,37.43032990148211,1338.6655104503868,9.646288209606986
137,92,229,31210.62,17,20,0,1,11,10,37.43032990148211,1368.4136329048397,8.842794759825328
136,93,229,33801.378,18,20,1,0,10,11,37.43032990148211,1398.4886578038472,8.074235807860262
135,94,229,37394.924,18,20,0,1,9,12,37.43032990148211,1428.8905851474092,7.3406113537117905
134,95,229,42180.414,18,20,1,0,8,13,37.43032990148211,1459.6194149355254,6.641921397379913
144,86,230,42170.0,17,20,0,0,18,4,37.539218229773184,1193.0942837375742,14.626086956521739
143,87,230,39486.769,17,20,1,1,17,5,37.539218229773184,1221.1670904137522,13.634782608695652
142,88,230,34516.306,17,20,0,0,16,6,37.539218229773184,1249.5663250745372,12.678260869565218
141,89,230,33838.386,17,20,1,1,15,7,37.539218229773184,1278.291987719929,11.756521739130434
140,90,230,30862.512,17,20,0,0,14,8,37.539218229773184,1307.3440783499273,10.869565217391305
139,91,230,32173.543,17,20,1,1,13,9,37.539218229773184,1336.7225969645324,10.017391304347827
138,92,230,31615.017,17,20,0,0,12,10,37.539218229773184,1366.4275435637442,9.2
137,93,230,35236.615,18,20,1,1,11,11,37.539218229773184,1396.4589181475628,8.417391304347825
136,94,230,36932.17,18,20,0,0,10,12,37.539218229773184,1426.8167207159881,7.6695652173913045
135,95,230,42872.0,18,20,1,1,9,13,37.539218229773184,1457.50095126902,6.956521739130435
145,86,231,46550.0,17,20,0,1,19,4,37.64794886261285,1191.3701566480518,15.069264069264069
144,87,231,42080.575,17,20,1,0,18,5,37.64794886261285,1219.402395628006,14.064935064935066
143,88,231,38216.488,17,20,0,1,17,6,37.64794886261285,1247.7605908751689,13.095238095238095
142,89,231,35762.853,17,20,1,0,16,7,37.64794886261285,1276.4447423895406,12.16017316017316
141,90,231,33815.811,17,20,0,1,15,8,37.64794886261285,1305.454850171121,11.25974025974026
140,91,231,33424.338,17,20,1,0,14,9,37.64794886261285,1334.7909142199103,10.393939393939394
139,92,231,33805.952,17,20,0,1,13,10,37.64794886261285,1364.4529345359083,9.562770562770563
138,93,231,35623.686,18,20,1,0,12,11,37.64794886261285,1394.440911119115,8.766233766233766
137,94,231,38308.577,18,20,0,1,11,12,37.64794886261285,1424.7548439695306,8.004329004329005
136,95,231,42410.0,18,20,1,0,10,13,37.64794886261285,1455.394733087155,7.2770562770562774
135,96,231,47270.0,18,20,0,1,9,14,37.64794886261285,1486.360578471988,6.584415584415584
145,87,232,46072.834,17,20,1,1,19,5,37.75652270956944,1217.6478573836146,14.5
144,88,232,40496.955,17,20,0,0,18,6,37.75652270956944,1245.9652494157917,13.517241379310345
143,89,232,39154.423,17,20,1,1,17,7,37.75652270956944,1274.6081287127065,12.568965517241379
142,90,232,35446.71,17,20,0,0,16,8,37.75652270956944,1303.5764952743589,11.655172413793103
141,91,232,35946.549,17,20,1,1,15,9,37.75652270956944,1332.870349100749,10.775862068965518
140,92,232,34609.445,17,20,0,0,14,10,37.75652270956944,1362.4896901918767,9.931034482758621
139,93,232,37359.0,18,20,1,1,13,11,37.75652270956944,1392.434518547742,9.120689655172415
138,94,232,38360.915,18,20,0,0,12,12,37.75652270956944,1422.7048341683453,8.344827586206897
137,95,232,43420.0,18,20,1,1,11,13,37.75652270956944,1453.300637053686,7.603448275862069
136,96,232,46333.0,18,20,0,0,10,14,37.75652270956944,1484.2219272037644,6.896551724137931
146,87,233,48920.052,17,20,1,0,20,5,37.86494067106982,1215.903373823796,14.939914163090128
145,88,233,44334.062,17,20,0,1,19,6,37.86494067106982,1244.1801964708611,13.944206008583691
144,89,233,41308.037,17,20,1,0,18,7,37.86494067106982,1272.7820400678925,12.982832618025752
143,90,233,38731.642,17,20,0,1,17,8,37.86494067106982,1301.70890461489,12.055793991416309
142,91,233,37489.41,17,20,1,0,16,9,37.86494067106982,1330.9607901118538,11.163090128755364
141,92,233,36919.111,17,20,0,1,15,10,37.86494067106982,1360.5376965587839,10.304721030042918
140,93,233,37948.531,18,20,1,0,14,11,37.86494067106982,1390.4396239556802,9.48068669527897
139,94,233,40051.836,18,20,0,1,13,12,37.86494067106982,1420.6665723025428,8.69098712446352
138,95,233,43285.0,18,20,1,0,12,13,37.86494067106982,1451.2185415993717,7.935622317596566
137,96,233,47293.34,18,20,0,1,11,14,37.86494067106982,1482.0955318461668,7.214592274678112
136,97,233,52771.0,18,20,1,0,10,15,37.86494067106982,1513.2975430429283,6.527896995708154
146,88,234,46930.629,17,20,0,0,20,6,37.97320363853009,1242.4053293016514,14.376068376068377
145,89,234,44841.195,17,20,1,1,19,7,37.97320363853009,1270.9663713545629,13.401709401709402
144,90,234,40612.958,17,20,0,0,18,8,37.97320363853009,1299.8519707035302,12.461538461538462
143,91,234,40338.87,17,20,1,1,17,9,37.97320363853009,1329.0621273485533,11.555555555555555
142,92,234,38144.959,17,20,0,0,16,10,37.97320363853009,1358.5968412896323,10.683760683760683
141,93,234,39954.806,18,20,1,1,15,11,37.97320363853009,1388.4561125267671,9.846153846153847
140,94,234,40349.986,18,20,0,0,14,12,37.97320363853009,1418.6399410599577,9.042735042735043
139,95,234,44462.0,18,20,1,1,13,13,37.97320363853009,1449.148326889204,8.273504273504274
138,96,234,46722.411,18,20,0,0,12,14,37.97320363853009,1479.9812700145064,7.538461538461538
137,97,234,53395.0,18,20,1,1,11,15,37.97320363853009,1511.1387704358644,6.837606837606837
147,88,235,51130.0,17,20,0,1,21,6,38.081312494483804,1240.6405466288004,14.812765957446809
146,89,235,47357.16,17,20,1,0,20,7,38.081312494483804,1269.1610189650946,13.825531914893617
145,90,235,44017.754,17,20,0,1,19,8,38.081312494483804,1298.0055875779376,12.872340425531915
144,91,235,42288.901,17,20,1,0,18,9,38.081312494483804,1327.1742524673296,11.953191489361702
143,92,235,40918.782,17,20,0,1,17,10,38.081312494483804,1356.6670136332702,11.068085106382979
142,93,235,41043.044,18,20,1,0,16,11,38.081312494483804,1386.4838710757597,10.217021276595744
141,94,235,42182.346,18,20,0,1,15,12,38.081312494483804,1416.6248247947979,9.4
140,95,235,44624.602,18,20,1,0,14,13,38.081312494483804,1447.089874790385,8.617021276595745
139,96,235,48013.0,18,20,0,1,13,14,38.081312494483804,1477.879021062521,7.868085106382979
138,97,235,52770.0,18,20,1,0,12,15,38.081312494483804,1508.9922636112055,7.153191489361702
147,89,236,51220.998,17,20,1,1,21,7,38.189268112707936,1267.3658807573247,14.254237288135593
146,90,236,46255.203,17,20,0,0,20,8,38.189268112707936,1296.1696507745366,13.288135593220339
145,91,236,45333.955,17,20,1,1,19,9,38.189268112707936,1325.2970586571105,12.35593220338983
144,92,236,42444.582,17,20,0,0,18,10,38.189268112707936,1354.7481044050464,11.457627118644067
143,93,236,43378.094,18,20,1,1,17,11,38.189268112707936,1384.522788018344,10.59322033898305
142,94,236,42901.508,18,20,0,0,16,12,38.189268112707936,1414.6211094970038,9.76271186440678
141,95,236,46041.0,18,20,1,1,15,13,38.189268112707936,1445.0430688410254,8.966101694915254
140,96,236,47852.82,18,20,0,0,14,14,38.189268112707936,1475.788666050409,8.203389830508474
139,97,236,53542.0,18,20,1,1,13,15,38.189268112707936,1506.8579011251543,7.47457627118644
148,89,237,54020.0,17,20,1,0,22,7,38.29707135834644,1265.5808560277192,14.68776371308017
147,90,237,49955.097,17,20,0,1,21,8,38.29707135834644,1294.3440573010764,13.708860759493671
146,91,237,47527.624,17,20,1,0,20,9,38.29707135834644,1323.430440611213,12.763713080168776
145,92,237,45390.133,17,20,0,1,19,10,38.29707135834644,1352.8400059581288,11.852320675105485
144,93,237,44871.599,18,20,1,0,18,11,38.29707135834644,1382.572753341824,10.974683544303797
143,94,237,45091.662,18,20,0,1,17,12,38.29707135834644,1412.6286827622985,10.130801687763713
142,95,237,46570.0,18,20,1,0,16,13,38.29707135834644,1443.0077942195521,9.320675105485233
141,96,237,49247.151,18,20,0,1,15,14,38.29707135834644,1473.7100877135852,8.544303797468354
140,97,237,53210.0,18,20,1,0,14,15,38.29707135834644,1504.7355632443976,7.801687763713081
139,98,237,57938.255,18,20,0,1,13,16,38.29707135834644,1536.084220811989,7.0928270042194095
148,90,238,52525.0,17,20,0,0,22,8,38.4047230880316,1292.5287056098034,14.134453781512605
147,91,238,50894.043,17,20,1,1,21,9,38.4047230880316,1321.5742944999113,13.176470588235293
146,92,238,47307.732,17,20,0,0,20,10,38.4047230880316,1350.9426121554648,12.252100840336135
145,93,238,47454.597,18,20,1,1,19,11,38.4047230880316,1380.633658576464,11.361344537815127
144,94,238,46163.148,18,20,0,0,18,12,38.4047230880316,1410.647433762909,10.504201680672269
143,95,238,48421.421,18,20,1,1,17,13,38.4047230880316,1440.9839377147994,9.680672268907562
142,96,238,49445.203,18,20,0,0,16,14,38.4047230880316,1471.6431704321355,8.890756302521009
141,97,238,54216.0,18,20,1,1,15,15,38.4047230880316,1502.6251319149173,8.134453781512605
140,98,238,57278.0,18,20,0,0,14,16,38.4047230880316,1533.9298221631448,7.411764705882353
149,90,239,56500.0,17,20,0,1,23,8,38.51222415000313,1290.723495571235,14.564853556485355
148,91,239,53337.0,17,20,1,0,22,9,38.51222415000313,1319.7285179436224,13.594142259414227
147,92,239,50572.668,17,20,0,1,21,10,38.51222415000313,1349.0558183423695,12.656903765690377
146,93,239,49311.005,18,20,1,0,20,11,38.51222415000313,1378.7053967674765,11.753138075313808
145,94,239,48588.22,18,20,0,1,19,12,38.51222415000313,1408.6772532189434,10.882845188284518
144,95,239,49390.36,18,20,1,0,18,13,38.51222415000313,1438.97138769677,10.04602510460251
143,96,239,51146.962,18,20,0,1,17,14,38.51222415000313,1469.5878002009567,9.242677824267782
142,97,239,54250.0,18,20,1,0,16,15,38.51222415000313,1500.5264907315031,8.472803347280335
141,98,239,58202.0,18,20,0,1,15,16,38.51222415000313,1531.7874592884095,7.7364016736401675
140,99,239,63630.0,18,20,1,0,14,17,38.51222415000313,1563.3707058716757,7.03347280334728
149,91,240,57010.0,17,20,1,1,23,9,38.61957538422518,1317.8930099866848,14.016666666666667
148,92,240,52715.497,17,20,0,0,22,10,38.61957538422518,1347.1795213197222,13.066666666666666
147,93,240,52316.229,18,20,1,1,21,11,38.61957538422518,1376.7878624476282,12.15
146,94,240,50125.319,18,20,0,0,20,12,38.61957538422518,1406.7180333704027,11.266666666666667
145,95,240,51510.11,18,20,1,1,19,13,38.61957538422518,1436.9700340880458,10.416666666666666
144,96,240,51724.222,18,20,0,0,18,14,38.61957538422518,1467.5438646005573,9.6
143,97,240,55664.0,18,20,1,1,17,15,38.61957538422518,1498.4395249079375,8.816666666666666
142,98,240,57988.719,18,20,0,0,16,16,38.61957538422518,1529.6570150101861,8.066666666666666
141,99,240,64225.0,18,20,1,1,15,17,38.61957538422518,1561.1963349073035,7.35
150,91,241,59740.0,17,20,1,0,24,9,38.726777622501196,1316.0676710717214,14.443983402489627
149,92,241,56197.0,17,20,0,1,23,10,38.726777622501196,1345.3136193177597,13.481327800829876
148,93,241,54315.115,18,20,1,0,22,11,38.726777622501196,1374.8809516104577,12.551867219917012
147,94,241,52955.115,18,20,0,1,21,12,38.726777622501196,1404.7696679498156,11.655601659751037
146,95,241,52934.335,18,20,1,0,20,13,38.726777622501196,1434.9797683358331,10.792531120331951
145,96,241,53701.77,18,20,0,1,19,14,38.726777622501196,1465.5112527685103,9.962655601659751
